timestamp,location,wi_fi_bssid,wi_fi_signal_state,wi_fi_signal_attrs,bermuda_area_state,bermuda_area_attrs,bermuda_distance_state,bermuda_distance_attrs,bermuda_tracker_state,bermuda_tracker_attrs
2025-11-14T08:11:46.864761+00:00,"car door passenger","04:42:1a:33:58:24","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-75","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-1"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","0.3","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:11:55.412828+00:00,"fence","04:42:1a:33:58:24","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-75","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-1"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","1.0","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:11:58.088570+00:00,"fence","04:42:1a:33:58:24","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-75","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-1"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","1.2","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:12:07.757669+00:00,"hedge","04:42:1a:33:58:24","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-75","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-1"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","2.2","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:12:09.350422+00:00,"hedge","04:42:1a:33:58:24","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-75","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-1"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","2.0","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:12:20.343898+00:00,"wall","04:42:1a:33:58:24","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-75","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-1"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","0.0","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:12:21.611136+00:00,"wall","04:42:1a:33:58:24","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-75","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-1"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","0.0","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:12:31.556448+00:00,"tree","04:42:1a:33:58:24","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-75","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-1"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","0.3","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:12:33.952015+00:00,"tree","04:42:1a:33:58:24","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-75","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-1"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","0.6","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:12:59.473029+00:00,"gordon","04:42:1a:33:58:24","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-75","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-1"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","0.7","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:13:01.422949+00:00,"gordon","04:42:1a:33:58:24","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-75","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-1"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","0.5","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:14:15.713844+00:00,"patio door","04:42:1a:33:91:64","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-70","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Dining Area","{""area_id"": ""4a717313f08d43c19700b672f44f644b"", ""area_name"": ""Dining Area"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","0.2","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Dining Area"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""zane-proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:14:17.167416+00:00,"patio door","04:42:1a:33:91:64","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-70","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Dining Area","{""area_id"": ""4a717313f08d43c19700b672f44f644b"", ""area_name"": ""Dining Area"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","0.2","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Dining Area"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""zane-proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:14:30.355601+00:00,"patio","fc:34:97:ae:05:b4","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-69","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","1.7","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:14:31.336541+00:00,"patio","fc:34:97:ae:05:b4","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-69","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","1.7","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:14:44.110806+00:00,"garden A middle","fc:34:97:ae:05:b4","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-69","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","1.7","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:14:45.296852+00:00,"garden A middle","fc:34:97:ae:05:b4","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-69","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Hallway","{""area_id"": ""3f079567e19f4b60aacf82f6cb69c4c9"", ""area_name"": ""Hallway"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","1.7","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Hallway"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""kai_proxy"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:15:02.786386+00:00,"garden B middle","fc:34:97:ae:05:b4","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-69","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Loft","{""area_id"": ""f52ffae31f4747e8b9a02f257a8ed69b"", ""area_name"": ""Loft"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","2.4","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Loft"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""Bedroom Presence"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:15:04.077457+00:00,"garden B middle","fc:34:97:ae:05:b4","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-69","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","Loft","{""area_id"": ""f52ffae31f4747e8b9a02f257a8ed69b"", ""area_name"": ""Loft"", ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","2.4","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","home","{""area"": ""Loft"", ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-connect"", ""scanner"": ""Bedroom Presence"", ""source_type"": ""bluetooth_le""}"
2025-11-14T08:15:37.378227+00:00,"garden C middle","fc:34:97:ae:05:b4","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-69","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","unknown","{""area_id"": null, ""area_name"": null, ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","unknown","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","not_home","{""area"": null, ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-off"", ""scanner"": null, ""source_type"": ""bluetooth_le""}"
2025-11-14T08:15:39.377253+00:00,"garden C middle","fc:34:97:ae:05:b4","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-69","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","unknown","{""area_id"": null, ""area_name"": null, ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","unknown","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","not_home","{""area"": null, ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-off"", ""scanner"": null, ""source_type"": ""bluetooth_le""}"
2025-11-14T08:15:58.738655+00:00,"garden C far","fc:34:97:ae:05:b4","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-69","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","unknown","{""area_id"": null, ""area_name"": null, ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","unknown","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","not_home","{""area"": null, ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-off"", ""scanner"": null, ""source_type"": ""bluetooth_le""}"
2025-11-14T08:16:00.010259+00:00,"garden C far","fc:34:97:ae:05:b4","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-69","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","unknown","{""area_id"": null, ""area_name"": null, ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","unknown","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","not_home","{""area"": null, ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-off"", ""scanner"": null, ""source_type"": ""bluetooth_le""}"
2025-11-14T08:16:31.552102+00:00,"garden D middle","fc:34:97:ae:05:b4","{""friendly_name"": ""TongaiSM25 Wi-Fi BSSID"", ""icon"": ""mdi:wifi""}","-69","{""device_class"": ""signal_strength"", ""friendly_name"": ""TongaiSM25 Wi-Fi signal strength"", ""icon"": ""mdi:wifi-strength-2"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""dBm""}","unknown","{""area_id"": null, ""area_name"": null, ""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""bermuda__custom_device_class"", ""floor_id"": null, ""floor_level"": null, ""floor_name"": null, ""friendly_name"": ""bermuda tongai phone Area"", ""icon"": ""mdi:land-plots-marker""}","unknown","{""current_mac"": ""57:1a:c6:1b:1e:37"", ""device_class"": ""distance"", ""friendly_name"": ""bermuda tongai phone Distance"", ""state_class"": ""measurement"", ""unit_of_measurement"": ""m""}","not_home","{""area"": null, ""friendly_name"": ""bermuda tongai phone Bermuda Tracker"", ""icon"": ""mdi:bluetooth-off"", ""scanner"": null, ""source_type"": ""bluetooth_le""}"
